account_id,customer_id,branch_id,country,currency,account_type,account_status,iban,opening_balance,current_balance,interest_rate,overdraft_limit,opened_date
ACC00008255,CUS00006102,BR000039,France,France,Savings,Active,FR99NGB4219618522745139,2092,1284.65,4.54,0,2018-12-06
ACC00008256,CUS00006103,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4325373423823148,11294,8749.84,4.81,0,2025-12-28
ACC00008257,CUS00006104,BR000045,Canada,Canada,Savings,Active,CA99NGB3410632197103187,11734,23491.39,2.74,0,2023-12-02
ACC00008258,CUS00006105,BR000049,Singapore,Singapore,Savings,Active,SI99NGB8893237389495053,9760,11875.88,3.72,0,2026-07-09
ACC00008259,CUS00006106,BR000001,Canada,Canada,Savings,Active,CA99NGB7888355979927203,19638,42444.8,3.33,0,2017-11-07
ACC00008260,CUS00006107,BR000048,Germany,Germany,Savings,Active,GE99NGB8438202801340928,6071,12088.97,3.2,0,2024-08-24
ACC00008261,CUS00006108,BR000017,Australia,Australia,Current,Active,AU99NGB1200241426339210,12113,12725.6,0.08,813,2024-11-02
ACC00008262,CUS00006109,BR000013,Australia,Australia,Business,Active,AU99NGB3275275708159487,65411,115765.94,1.1,62978,2023-05-28
ACC00008263,CUS00006110,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB2803843471187208,3085,4892.62,2.82,0,2024-03-25
ACC00008264,CUS00006111,BR000027,France,France,Savings,Active,FR99NGB5911788922161419,9821,21188.13,4.73,0,2024-11-12
ACC00008265,CUS00006112,BR000002,Germany,Germany,Savings,Active,GE99NGB9213167640839650,14443,19811.96,2.76,0,2022-10-20
ACC00008266,CUS00006113,BR000008,France,France,Savings,Dormant,FR99NGB4442336163747168,3819,1656.48,3.64,0,2023-04-30
ACC00008267,CUS00006114,BR000050,Canada,Canada,Savings,Dormant,CA99NGB9134373292997865,6482,4846.89,2.93,0,2026-04-06
ACC00008268,CUS00006115,BR000031,Canada,Canada,Savings,Active,CA99NGB8201771990071231,8859,4919.64,4.42,0,2018-03-24
ACC00008269,CUS00006116,BR000048,Germany,Germany,Savings,Active,GE99NGB8703915258088039,10541,7713.15,3.33,0,2019-12-30
ACC00008270,CUS00006117,BR000035,Canada,Canada,Savings,Active,CA99NGB6101542201419178,18581,26368.62,4.53,0,2019-11-09
ACC00008271,CUS00006118,BR000016,France,France,Savings,Active,FR99NGB3505950737543827,4164,2117.87,2.27,0,2018-12-17
ACC00008272,CUS00006119,BR000007,Australia,Australia,Savings,Active,AU99NGB5500525245413583,13481,28393.27,4.79,0,2017-03-22
ACC00008273,CUS00006120,BR000022,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6553389925104073,7832,10945.23,0.24,8445,2017-08-17
ACC00008274,CUS00006121,BR000031,Canada,Canada,Savings,Active,CA99NGB4415744464651403,9557,16001.48,4.09,0,2023-09-29
ACC00008275,CUS00006122,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB6096326610979965,13810,6480.45,4.92,0,2017-10-24
ACC00008276,CUS00006123,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB7625947296214394,6508,4399.43,2.81,0,2020-06-06
ACC00008277,CUS00006124,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB7646842439563651,11351,6944.75,4.17,0,2024-06-12
ACC00008278,CUS00006125,BR000028,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB9076423651952200,49278,59389.0,0.31,9519,2016-11-29
ACC00008279,CUS00006126,BR000016,France,France,Current,Active,FR99NGB5459885977385701,47253,19230.15,0.31,1821,2020-08-27
ACC00008280,CUS00006126,BR000016,France,France,Savings,Active,FR99NGB3738081843639131,14485,8531.94,3.25,0,2023-06-21
ACC00008281,CUS00006127,BR000016,France,France,Savings,Active,FR99NGB9470340655040831,6623,12329.23,2.6,0,2019-03-16
ACC00008282,CUS00006128,BR000007,Australia,Australia,Business,Active,AU99NGB9448608934616555,376966,680050.4,0.9,22871,2026-04-18
ACC00008283,CUS00006129,BR000027,France,France,Savings,Active,FR99NGB9728626875040266,10699,21680.68,4.47,0,2019-02-19
ACC00008284,CUS00006130,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB6645048547964559,17414,37836.23,2.66,0,2017-10-25
ACC00008285,CUS00006131,BR000040,United Kingdom,United Kingdom,Business,Active,UN99NGB2973553402771524,279649,221658.04,1.52,47152,2018-04-01
ACC00008286,CUS00006132,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB9236808817853593,15524,15916.83,2.79,0,2021-05-18
ACC00008287,CUS00006132,BR000037,United Kingdom,United Kingdom,Business,Active,UN99NGB4290946555832637,23867,25492.0,0.58,21374,2023-06-17
ACC00008288,CUS00006132,BR000037,United Kingdom,United Kingdom,Savings,Dormant,UN99NGB2744030634597985,8708,16925.12,4.24,0,2017-10-03
ACC00008289,CUS00006133,BR000035,Canada,Canada,Business,Active,CA99NGB9539989796469012,419673,378535.76,1.63,49506,2024-03-11
ACC00008290,CUS00006134,BR000026,Australia,Australia,Current,Active,AU99NGB9275601533094087,36958,18581.54,0.14,6475,2022-08-15
ACC00008291,CUS00006135,BR000004,United States,United States,Savings,Active,UN99NGB8073211832884823,11322,20251.5,3.33,0,2021-06-20
ACC00008292,CUS00006136,BR000005,Germany,Germany,Savings,Active,GE99NGB2538058286021030,12384,21883.71,2.89,0,2023-12-08
ACC00008293,CUS00006137,BR000050,Canada,Canada,Business,Active,CA99NGB4701267146481249,232238,496283.95,1.01,19770,2023-10-21
ACC00008294,CUS00006138,BR000044,Switzerland,Switzerland,Current,Active,SW99NGB2708817230530269,40387,66844.38,0.03,6860,2026-03-10
ACC00008295,CUS00006139,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB5783085957100389,2627,4784.1,2.42,0,2017-08-08
ACC00008296,CUS00006140,BR000049,Singapore,Singapore,Savings,Active,SI99NGB8875787545123226,3523,4782.92,2.5,0,2016-11-11
ACC00008297,CUS00006141,BR000031,Canada,Canada,Current,Active,CA99NGB7528930940522561,39870,16923.12,0.41,6764,2024-04-30
ACC00008298,CUS00006142,BR000001,Canada,Canada,Savings,Active,CA99NGB9629455059544877,3433,7535.91,4.43,0,2023-02-15
ACC00008299,CUS00006143,BR000042,Japan,Japan,Savings,Dormant,JA99NGB5766826300708090,1715,3242.71,3.76,0,2017-10-20
ACC00008300,CUS00006144,BR000003,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB3298930129163347,12813,17596.93,0.41,3187,2020-02-24
ACC00008301,CUS00006145,BR000036,Singapore,Singapore,Current,Active,SI99NGB9406070214283774,8252,7180.96,0.05,3825,2018-11-24
ACC00008302,CUS00006146,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB5856560508289475,19327,19403.05,4.05,0,2021-10-21
ACC00008303,CUS00006147,BR000035,Canada,Canada,Business,Active,CA99NGB6373493859027531,466948,509955.38,0.57,49666,2017-01-05
ACC00008304,CUS00006148,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9536797341809064,10736,8325.53,2.07,0,2022-03-10
ACC00008305,CUS00006149,BR000006,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB1446258834063692,2620,3608.28,0.0,1505,2021-06-29
ACC00008306,CUS00006150,BR000006,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB3389111001372075,23441,43930.29,0.07,9109,2025-11-18
ACC00008307,CUS00006151,BR000050,Canada,Canada,Current,Active,CA99NGB8639353896171599,22276,17017.68,0.31,6551,2023-12-07
ACC00008308,CUS00006151,BR000050,Canada,Canada,Savings,Active,CA99NGB3783000148017001,3192,4154.07,3.52,0,2025-10-03
ACC00008309,CUS00006152,BR000047,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB2142751059969263,37861,66644.48,0.39,909,2020-02-16
ACC00008310,CUS00006153,BR000026,Australia,Australia,Savings,Active,AU99NGB1094375195328065,19204,19796.81,3.7,0,2017-10-29
ACC00008311,CUS00006154,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB7736689082124407,3798,2019.54,4.26,0,2024-07-27
ACC00008312,CUS00006155,BR000017,Australia,Australia,Savings,Active,AU99NGB2166924891583621,1477,1472.75,4.63,0,2017-04-16
ACC00008313,CUS00006156,BR000010,Singapore,Singapore,Savings,Active,SI99NGB9621012252760057,8344,15082.76,4.29,0,2024-03-02
ACC00008314,CUS00006157,BR000023,United States,United States,Current,Active,UN99NGB3991278601480732,22773,16344.06,0.35,5252,2023-02-15
ACC00008315,CUS00006158,BR000036,Singapore,Singapore,Savings,Active,SI99NGB6734390106877611,8034,5326.06,3.28,0,2018-11-01
ACC00008316,CUS00006159,BR000047,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB5549059100950094,13016,16064.91,0.16,4397,2017-07-28
ACC00008317,CUS00006160,BR000011,Canada,Canada,Business,Active,CA99NGB4366616923017098,241955,436938.36,0.97,64080,2018-09-21
ACC00008318,CUS00006161,BR000026,Australia,Australia,Savings,Active,AU99NGB2258971508498123,11871,6447.37,3.83,0,2025-08-31
ACC00008319,CUS00006161,BR000026,Australia,Australia,Current,Active,AU99NGB3486577679820911,17870,36855.36,0.28,4435,2022-01-28
ACC00008320,CUS00006162,BR000009,Singapore,Singapore,Savings,Active,SI99NGB2684796443421047,15372,33142.76,3.64,0,2020-06-18
ACC00008321,CUS00006162,BR000009,Singapore,Singapore,Current,Active,SI99NGB4617523473437889,19326,24343.98,0.49,7892,2019-10-11
ACC00008322,CUS00006163,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2649355714146032,1590,3434.74,4.53,0,2019-03-24
ACC00008323,CUS00006164,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB4219417989553976,4239,4796.0,4.99,0,2019-03-19
ACC00008324,CUS00006165,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB8065495793996250,8036,7622.44,2.96,0,2020-04-02
ACC00008325,CUS00006166,BR000035,Canada,Canada,Savings,Active,CA99NGB5581772666932949,16632,11511.91,4.69,0,2021-08-20
ACC00008326,CUS00006167,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8479254285053894,6590,8874.12,3.71,0,2024-03-23
ACC00008327,CUS00006168,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2581034879371188,15203,32624.22,4.36,0,2017-06-07
ACC00008328,CUS00006168,BR000041,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB7764537556133866,29842,44182.56,0.22,3022,2023-01-11
ACC00008329,CUS00006169,BR000024,Australia,Australia,Savings,Active,AU99NGB1504916751789283,811,613.06,3.81,0,2023-07-16
ACC00008330,CUS00006170,BR000033,Australia,Australia,Savings,Active,AU99NGB2121604419264766,10615,13824.78,4.25,0,2020-04-05
ACC00008331,CUS00006171,BR000050,Canada,Canada,Current,Active,CA99NGB1123317968379592,17932,37592.53,0.33,8608,2022-02-19
ACC00008332,CUS00006172,BR000011,Canada,Canada,Savings,Active,CA99NGB4915412811816291,1804,835.99,2.9,0,2022-10-02
ACC00008333,CUS00006173,BR000042,Japan,Japan,Savings,Active,JA99NGB7977482864135769,3643,6704.09,3.89,0,2016-12-16
ACC00008334,CUS00006174,BR000046,Japan,Japan,Savings,Active,JA99NGB8045756777773191,19755,17618.84,2.37,0,2021-02-07
ACC00008335,CUS00006175,BR000026,Australia,Australia,Current,Dormant,AU99NGB7396223579750437,42315,23227.6,0.35,4735,2021-06-28
ACC00008336,CUS00006176,BR000014,Switzerland,Switzerland,Business,Active,SW99NGB4472795285513291,145234,192983.97,1.22,39617,2017-06-17
ACC00008337,CUS00006177,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8147186910880438,11276,10482.57,3.25,0,2019-01-28
ACC00008338,CUS00006178,BR000045,Canada,Canada,Savings,Active,CA99NGB2538171518751553,11420,24210.54,2.29,0,2021-07-09
ACC00008339,CUS00006179,BR000017,Australia,Australia,Savings,Active,AU99NGB4302751937070248,6143,10150.11,4.83,0,2023-04-01
ACC00008340,CUS00006180,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB5460193922228729,4443,9082.47,3.87,0,2022-07-10
ACC00008341,CUS00006181,BR000023,United States,United States,Savings,Active,UN99NGB8367587755493661,14414,9489.63,2.16,0,2020-02-06
ACC00008342,CUS00006182,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2708610696953171,5281,10955.07,2.97,0,2019-01-05
ACC00008343,CUS00006183,BR000007,Australia,Australia,Savings,Active,AU99NGB8100831615441268,1528,2957.73,2.86,0,2022-03-29
ACC00008344,CUS00006184,BR000040,United Kingdom,United Kingdom,Current,Active,UN99NGB2746523620832247,20167,36177.64,0.03,4653,2022-01-21
ACC00008345,CUS00006184,BR000040,United Kingdom,United Kingdom,Current,Dormant,UN99NGB2871483022816837,30822,58095.99,0.35,5395,2024-08-25
ACC00008346,CUS00006185,BR000025,Switzerland,Switzerland,Savings,Active,SW99NGB8541187582894385,14756,21915.89,3.1,0,2024-09-02
ACC00008347,CUS00006186,BR000033,Australia,Australia,Savings,Active,AU99NGB1392859233764770,5565,7202.46,4.49,0,2025-08-17
ACC00008348,CUS00006187,BR000018,United Kingdom,United Kingdom,Savings,Dormant,UN99NGB3488885132786064,10615,8766.12,3.24,0,2021-04-01
ACC00008349,CUS00006188,BR000040,United Kingdom,United Kingdom,Current,Active,UN99NGB4125863788945308,34915,61937.06,0.26,5635,2022-10-25
ACC00008350,CUS00006188,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB6910286777360759,19186,11364.33,2.23,0,2016-12-12
ACC00008351,CUS00006189,BR000045,Canada,Canada,Savings,Active,CA99NGB8422889100348210,1862,3020.91,4.9,0,2023-01-16
ACC00008352,CUS00006190,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB5673553680334734,8077,13360.37,2.33,0,2024-12-09
ACC00008353,CUS00006190,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB8602251108166725,15443,19518.09,2.91,0,2017-01-24
ACC00008354,CUS00006190,BR000018,United Kingdom,United Kingdom,Current,Active,UN99NGB4077931527658783,24116,39505.27,0.18,5584,2018-01-06
ACC00008355,CUS00006191,BR000004,United States,United States,Savings,Active,UN99NGB6725590786148036,7640,4701.92,3.66,0,2021-09-21
ACC00008356,CUS00006192,BR000010,Singapore,Singapore,Savings,Active,SI99NGB6410115664159674,4594,8028.47,2.98,0,2019-09-18
ACC00008357,CUS00006192,BR000010,Singapore,Singapore,Current,Active,SI99NGB2107657322005296,35137,41996.77,0.34,4011,2016-11-26
ACC00008358,CUS00006193,BR000008,France,France,Savings,Dormant,FR99NGB1675396829139100,5798,9876.99,3.22,0,2018-02-17
ACC00008359,CUS00006194,BR000048,Germany,Germany,Savings,Active,GE99NGB9292150407627380,1318,1263.79,2.65,0,2017-02-20
ACC00008360,CUS00006194,BR000048,Germany,Germany,Business,Active,GE99NGB7250687442644928,356089,657876.44,0.54,40567,2016-12-27
ACC00008361,CUS00006195,BR000004,United States,United States,Savings,Dormant,UN99NGB8825969654871123,8898,8943.77,4.57,0,2019-08-26
ACC00008362,CUS00006196,BR000004,United States,United States,Savings,Dormant,UN99NGB8709230170903778,10097,11227.6,2.03,0,2026-02-12
ACC00008363,CUS00006197,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB9459412468104546,6245,7421.28,4.78,0,2025-07-08
ACC00008364,CUS00006198,BR000026,Australia,Australia,Savings,Active,AU99NGB6202040998297242,18102,17228.78,2.54,0,2021-04-08
ACC00008365,CUS00006199,BR000018,United Kingdom,United Kingdom,Savings,Dormant,UN99NGB6850520851609488,17884,29170.93,4.56,0,2025-09-30
ACC00008366,CUS00006200,BR000013,Australia,Australia,Business,Active,AU99NGB2576511193132308,129047,157580.13,1.5,53602,2022-06-06
ACC00008367,CUS00006201,BR000044,Switzerland,Switzerland,Current,Active,SW99NGB9895221175642665,10626,5954.32,0.29,2452,2019-12-03
ACC00008368,CUS00006202,BR000009,Singapore,Singapore,Current,Active,SI99NGB6272431923143811,36358,65027.76,0.16,7758,2018-05-25
ACC00008369,CUS00006202,BR000009,Singapore,Singapore,Savings,Active,SI99NGB8926887239469667,4791,2276.91,4.63,0,2016-09-04
ACC00008370,CUS00006203,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB6902345831441203,14475,12827.08,4.48,0,2024-02-26
ACC00008371,CUS00006204,BR000043,France,France,Savings,Active,FR99NGB5591609005197304,5792,11042.13,2.2,0,2021-01-22
ACC00008372,CUS00006205,BR000009,Singapore,Singapore,Current,Active,SI99NGB5062586913340092,40864,83035.95,0.41,7527,2023-02-28
ACC00008373,CUS00006206,BR000019,France,France,Current,Dormant,FR99NGB1213843552615633,30879,45544.62,0.28,8625,2021-04-11
ACC00008374,CUS00006207,BR000004,United States,United States,Savings,Active,UN99NGB5246484111978873,9258,9998.13,2.56,0,2022-03-18
ACC00008375,CUS00006208,BR000025,Switzerland,Switzerland,Savings,Active,SW99NGB5272402318824004,7335,4214.36,3.64,0,2022-09-13
ACC00008376,CUS00006209,BR000050,Canada,Canada,Savings,Active,CA99NGB9415729448474853,2797,4687.91,3.0,0,2025-10-27
ACC00008377,CUS00006210,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9407259584216536,6108,7892.45,4.79,0,2024-05-07
ACC00008378,CUS00006211,BR000022,United Arab Emirates,United Arab Emirates,Current,Closed,UN99NGB9893792694086565,42862,62303.03,0.47,2002,2024-06-10
ACC00008379,CUS00006212,BR000021,United Kingdom,United Kingdom,Current,Active,UN99NGB5404699453003345,40277,47109.21,0.11,7890,2016-08-25
ACC00008380,CUS00006213,BR000004,United States,United States,Current,Active,UN99NGB3134062149175615,39867,76598.53,0.2,7032,2021-06-30
ACC00008381,CUS00006214,BR000036,Singapore,Singapore,Savings,Active,SI99NGB7158063729767154,12575,6025.27,4.63,0,2020-08-24
ACC00008382,CUS00006215,BR000013,Australia,Australia,Current,Active,AU99NGB4432969920356119,36452,43611.49,0.09,4088,2020-03-08
ACC00008383,CUS00006216,BR000011,Canada,Canada,Current,Dormant,CA99NGB4722916431206022,44899,60307.92,0.04,3272,2020-12-04
ACC00008384,CUS00006217,BR000034,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB1993943697266838,12045,9044.85,0.08,2430,2024-04-05
ACC00008385,CUS00006217,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB6525922228064053,4294,9427.46,3.27,0,2022-04-08
ACC00008386,CUS00006218,BR000038,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB2959972558191109,45403,60764.64,0.01,4465,2024-11-25
ACC00008387,CUS00006219,BR000005,Germany,Germany,Savings,Dormant,GE99NGB9940098467278917,19236,34693.4,4.11,0,2023-06-09
ACC00008388,CUS00006220,BR000002,Germany,Germany,Savings,Active,GE99NGB1078870749674658,8689,7424.3,4.37,0,2019-08-14
ACC00008389,CUS00006221,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8539024961857311,6491,9736.26,3.15,0,2021-12-14
ACC00008390,CUS00006221,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7507406884031673,9005,15843.52,2.75,0,2020-10-18
ACC00008391,CUS00006222,BR000001,Canada,Canada,Savings,Active,CA99NGB1527568544889724,13078,17006.76,2.42,0,2017-07-15
ACC00008392,CUS00006223,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9107440306461748,2650,1239.42,4.96,0,2020-08-06
ACC00008393,CUS00006223,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2094102480983825,13191,19604.95,3.83,0,2026-04-04
ACC00008394,CUS00006224,BR000026,Australia,Australia,Current,Active,AU99NGB2411573241800883,25951,50183.05,0.02,2626,2019-02-12
ACC00008395,CUS00006225,BR000047,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB3115515024354763,341359,190418.78,0.57,31327,2020-09-06
ACC00008396,CUS00006226,BR000046,Japan,Japan,Business,Active,JA99NGB4639577780907987,86461,96461.39,1.68,52726,2019-04-13
ACC00008397,CUS00006226,BR000046,Japan,Japan,Savings,Active,JA99NGB4567959748548185,17866,29160.93,3.5,0,2020-04-24
ACC00008398,CUS00006227,BR000046,Japan,Japan,Savings,Active,JA99NGB4553419129860122,15006,29895.91,3.75,0,2021-10-29
ACC00008399,CUS00006228,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB1906924288071874,6733,6535.73,3.07,0,2018-01-31
ACC00008400,CUS00006228,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8793378852854919,7213,9968.73,3.82,0,2021-10-25
ACC00008401,CUS00006229,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB2954703484502349,19360,35264.21,2.61,0,2018-02-19
ACC00008402,CUS00006230,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB5775561261319500,7945,4863.44,2.64,0,2018-06-18
ACC00008403,CUS00006230,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB6949942103441390,7073,12700.1,4.5,0,2022-06-22
ACC00008404,CUS00006231,BR000044,Switzerland,Switzerland,Current,Active,SW99NGB4164056140809374,44793,30538.15,0.04,9155,2021-02-23
ACC00008405,CUS00006232,BR000011,Canada,Canada,Current,Dormant,CA99NGB8902088193128132,10290,11058.7,0.47,7861,2021-09-07
ACC00008406,CUS00006233,BR000030,Germany,Germany,Current,Active,GE99NGB5514101464537453,7739,9943.18,0.06,3987,2017-03-23
ACC00008407,CUS00006234,BR000049,Singapore,Singapore,Current,Active,SI99NGB1387608841479311,24767,46534.0,0.01,4443,2021-10-10
ACC00008408,CUS00006235,BR000004,United States,United States,Savings,Active,UN99NGB9056687205618383,11930,6962.55,2.79,0,2019-04-02
ACC00008409,CUS00006235,BR000004,United States,United States,Current,Active,UN99NGB6394271274357812,28243,34393.94,0.22,5025,2023-02-10
ACC00008410,CUS00006236,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB2954861239592311,4790,5135.72,4.34,0,2018-12-16
ACC00008411,CUS00006237,BR000044,Switzerland,Switzerland,Current,Dormant,SW99NGB9395676132094067,41937,22464.5,0.47,5134,2023-06-06
ACC00008412,CUS00006237,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB9823170612137381,5733,4946.13,2.2,0,2024-06-24
ACC00008413,CUS00006238,BR000027,France,France,Savings,Active,FR99NGB8954289691359350,17626,14516.03,2.37,0,2024-10-20
ACC00008414,CUS00006239,BR000034,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6077831583510806,18456,18247.51,0.32,5669,2022-09-08
ACC00008415,CUS00006240,BR000008,France,France,Savings,Active,FR99NGB3994602634624060,10588,19028.01,3.61,0,2017-01-03
ACC00008416,CUS00006241,BR000020,Switzerland,Switzerland,Current,Active,SW99NGB2331238678342329,44453,49379.6,0.19,978,2021-10-12
ACC00008417,CUS00006242,BR000012,United States,United States,Savings,Active,UN99NGB2048784475120623,3617,3418.85,2.85,0,2022-02-07
ACC00008418,CUS00006243,BR000050,Canada,Canada,Current,Active,CA99NGB2339494481023765,34422,20479.79,0.06,2695,2023-05-27
ACC00008419,CUS00006243,BR000050,Canada,Canada,Savings,Active,CA99NGB7849065574914023,963,1405.15,2.34,0,2025-09-27
ACC00008420,CUS00006244,BR000019,France,France,Savings,Active,FR99NGB8762776616113212,9096,17018.56,4.2,0,2021-06-27
ACC00008421,CUS00006245,BR000023,United States,United States,Business,Closed,UN99NGB8776203558528366,406556,601480.8,1.21,33724,2022-04-14
ACC00008422,CUS00006246,BR000009,Singapore,Singapore,Savings,Active,SI99NGB5638798539385734,6447,8114.86,4.12,0,2018-01-06
ACC00008423,CUS00006247,BR000025,Switzerland,Switzerland,Savings,Active,SW99NGB4503795985626954,15033,17212.66,2.57,0,2021-06-16
ACC00008424,CUS00006247,BR000025,Switzerland,Switzerland,Savings,Active,SW99NGB6772652826057658,10692,22213.62,4.55,0,2022-05-08
ACC00008425,CUS00006247,BR000025,Switzerland,Switzerland,Savings,Active,SW99NGB9932622813856805,7277,12342.28,4.98,0,2021-07-01
ACC00008426,CUS00006248,BR000033,Australia,Australia,Savings,Active,AU99NGB2996198482690195,1391,2040.48,4.59,0,2021-06-12
ACC00008427,CUS00006249,BR000006,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB4649079520849103,21725,28302.61,0.23,5026,2017-09-01
ACC00008428,CUS00006250,BR000010,Singapore,Singapore,Savings,Active,SI99NGB1872897575823363,9068,4138.13,3.89,0,2017-12-19
ACC00008429,CUS00006250,BR000010,Singapore,Singapore,Savings,Active,SI99NGB7494501093636686,1080,697.87,2.23,0,2025-11-07
ACC00008430,CUS00006251,BR000025,Switzerland,Switzerland,Current,Active,SW99NGB7463188053130720,4814,4849.48,0.48,8810,2024-12-25
ACC00008431,CUS00006251,BR000025,Switzerland,Switzerland,Current,Active,SW99NGB1051663360669327,37471,71548.41,0.02,7729,2018-01-26
ACC00008432,CUS00006252,BR000024,Australia,Australia,Current,Active,AU99NGB4493611612749591,1811,2488.64,0.08,5569,2023-06-13
ACC00008433,CUS00006253,BR000042,Japan,Japan,Savings,Active,JA99NGB4161444590555018,19297,8350.51,3.69,0,2017-12-04
ACC00008434,CUS00006253,BR000042,Japan,Japan,Savings,Active,JA99NGB4628637417943602,13807,6662.22,4.77,0,2020-09-13
ACC00008435,CUS00006254,BR000012,United States,United States,Savings,Active,UN99NGB7815913357835327,5457,6097.49,2.18,0,2018-01-14
ACC00008436,CUS00006254,BR000012,United States,United States,Current,Active,UN99NGB9015987135550234,39683,35684.85,0.41,2163,2022-03-27
ACC00008437,CUS00006255,BR000036,Singapore,Singapore,Current,Active,SI99NGB9723394589811306,24888,19480.33,0.1,4597,2018-04-20
ACC00008438,CUS00006255,BR000036,Singapore,Singapore,Savings,Active,SI99NGB4313171480257382,8026,6342.81,3.4,0,2023-08-09
ACC00008439,CUS00006256,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB3773404020878368,4007,2868.53,3.23,0,2023-07-06
ACC00008440,CUS00006257,BR000037,United Kingdom,United Kingdom,Business,Active,UN99NGB2324537638967480,217477,161689.4,0.72,89879,2026-03-30
ACC00008441,CUS00006257,BR000037,United Kingdom,United Kingdom,Current,Active,UN99NGB2405118145364125,19133,24509.55,0.15,4452,2016-11-19
ACC00008442,CUS00006258,BR000010,Singapore,Singapore,Savings,Active,SI99NGB2914478610604679,6834,3559.77,2.01,0,2023-06-23
ACC00008443,CUS00006259,BR000005,Germany,Germany,Business,Active,GE99NGB4638714124522018,116690,100438.96,1.69,55920,2021-01-22
ACC00008444,CUS00006259,BR000005,Germany,Germany,Current,Active,GE99NGB3007636283318113,39520,77300.89,0.21,4810,2025-09-19
ACC00008445,CUS00006260,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3246169516986780,4131,3126.3,2.31,0,2018-01-30
ACC00008446,CUS00006260,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB1803908528691213,18549,10284.16,3.29,0,2025-10-31
ACC00008447,CUS00006261,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB4317538037162536,1719,2210.15,4.97,0,2026-01-12
ACC00008448,CUS00006262,BR000011,Canada,Canada,Current,Active,CA99NGB7926600550119460,4895,9750.72,0.35,8099,2021-03-22
ACC00008449,CUS00006263,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB3245019759668892,15574,23411.16,3.67,0,2017-02-19
ACC00008450,CUS00006263,BR000020,Switzerland,Switzerland,Current,Active,SW99NGB7256137178923892,49410,42227.13,0.03,7041,2018-10-30
